true_news,not_similar
"ทีมนักวิจัยของมหาวิทยาลัยฮ่องกง เผยแพร่ผลการศึกษาวิจัยพบว่า การฉีดวัคซีน Sinovac จำนวน 2 โดสไม่สามารถกระตุ้นการสร้างภูมิคุ้มกันได้มากพอที่จะต้านทานเชื้อโควิดสายพันธุ์โอไมครอน
","ทีมนักวิจัยของมหาวิทยาลัยฮ่องกง เผยแพร่ผลการศึกษาวิจัยพบว่า การฉีดวัคซีน Sinovac จำนวน 2 โดสไม่สามารถกระตุ้นการสร้างภูมิคุ้มกันได้มากพอที่จะต้านทานเชื้อโควิดสายพันธุ์โอไมครอน
"
"ทีมผู้ผลิตและพัฒนาวัคซีนโควิดอย่าง Pfizer เผยว่า ยาเม็ดต้านโควิดอย่างแพ็กซ์โลวิด (Paxlovid) มีแนวโน้มรับมือเชื้อโอไมครอนได้ โดยผลการทดสอบรอบสุดท้ายพบว่า มีประสิทธิภาพ 89% ช่วยลดการนอนโรงพยาบาล-เสียชีวิต
","ทีมผู้ผลิตและพัฒนาวัคซีนโควิดอย่าง Pfizer เผยว่า ยาเม็ดต้านโควิดอย่างแพ็กซ์โลวิด (Paxlovid) มีแนวโน้มรับมือเชื้อโอไมครอนได้ โดยผลการทดสอบรอบสุดท้ายพบว่า มีประสิทธิภาพ 89% ช่วยลดการนอนโรงพยาบาล-เสียชีวิต
"
"วัคซีน 3 ชนิดที่ได้รับอนุญาตให้ใช้ในสหรัฐฯ ไม่ว่าจะเป็น Moderna, Pfizer-BioNTech อาจไม่สามารถรับมือเชื้อ โอไมครอน ได้ หากไม่ได้ฉีดวัคซีนเข็มกระตุ้น ที่จะสามารถช่วยกระตุ้นการสร้างภูมิคุ้มกันให้กลับมามีประสิทธิภาพ","วัคซีน 3 ชนิดที่ได้รับอนุญาตให้ใช้ในเกาหลีใต้ฯ ไม่ว่าจะเป็น Moderna, Pfizer-BioNTech อาจไม่สามารถรับมือเชื้อ โอไมครอน ได้ หากไม่ได้ฉีดวัคซีนเข็มกระตุ้น ที่จะสามารถช่วยกระตุ้นการสร้างภูมิคุ้มกันให้กลับมามีประสิทธิภาพ"
"""นพ.ยง"" เผยผลศึกษา""โมเดอร์นา""กระตุ้นเข็ม3 แค่ครึ่งเดียวพอแล้ว ลดอาการข้างเคียง","""นพ.ยง"" เผยผลศึกษา""โมเดอร์เนอร์""กระตุ้นเข็ม3 แค่ครึ่งเดียวพอแล้ว ลดอาการข้างเคียง"
อิสราเอลพบ วัคซีนเข็ม 4 ยังกัน Omicron ไม่ได้ ,อิสราเอลพบ วัคซีนเข็ม 4 ยังกัน Omicron ไม่ได้ 
"สธ.เร่งฉีดเข็ม3สร้างภูมิคุ้มกันสู้""โอมิครอน"" ","สธ.เร่งฉีดเข็ม3สร้างภูมิคุ้มกันสู้""โอมิครอน"" "
อินเดียพัฒนา mRNA สู้ Omicron 1-2 เดือนพร้อมใช้,อินเดียพัฒนา mRNA สู้ Omicron 1-2 เดือนพร้อมใช้
กรมวิทย์ฯกางหลักฐานฉีดวัคซีนเข็มกระตุ้นป้องกันโอมิครอนได้ดี ,กรมวิทย์ฯกางหลักฐานฉีดวัคซีนเข็มกระตุ้นป้องกันโอมิครอนได้ดี 
กางแผนฉีดวัคซีนเข็มกระตุ้นป้องกันโอมิครอนได้90%,กางแผนฉีดวัคซีนเข็มกระตุ้นป้องกันโอมิครอนได้90%
"""นพ.ยง"" เผยผลการกระตุ้นเข็ม 3 ย้ำ ให้วัคซีนเชื้อตายครบ 2 เข็ม เป็นการปูพื้นที่ดีมาก ","""นพ.ยง"" เผยผลการกระตุ้นเข็ม 3 ย้ำ ให้วัคซีนเชื้อตายครบ 2 เข็ม เป็นการปูพื้นที่ดีมาก "
หมอยงเผย วัคซีนเพิ่มระดับภูมิต้านทานสู้โอมิครอน ทำให้โอกาสตายน้อยลง ,หมอยงเผย วัคซีนเพิ่มระดับภูมิต้านทานสู้โอมิครอน ทำให้โอกาสตายน้อยลง 
